Article ID;Title;Author;Secondary authors;Keywords;title of unpublished reference;primary date;publication year;notes;reprint status;start page number;ending page number;periodical full name;periodical standard abbreviation;periodical in which article was published;periodical name - user abbreviation 1;periodical name - user abbreviation 2;volume number;issue number;title secondary;city of publication;publisher;user definable 1;user definable 5;title series;Abstract;ISSN/ISBN;availability;Misc. 1;Misc. 2;address;Web/URL;link to PDF;link to full-text;related records;images;DOI;rated unclear;"Comment: Explicitly assesses&nbsp; climate neutrality target ?  (Population); ";;;;;;;;;;;;;;;;;;;;"Comment: Explicitly assesses at least one&nbsp; region ?  (Population); ";;;;;;;;;;;;;;;;;;;;"Comment: Explicitly assesses at least one&nbsp; sector ?  (Population); ";;;;;;;;;;;;;;;;;;;;"Comment:  Modelling&nbsp; or&nbsp; scenario process&nbsp; are part of method?  (Outcome); ";;;;;;;;;;;;;;;;;;;
462;"Achieving net-zero in Saudi Arabia's power sector by 2060 considering land and mineral availability
";"Alhadhrami, K.; Petitet, M.; Abuouf, S.; Darandary, A.; Laing, T.; Felder, F.A.; Elshurafa, A.M.";;"Critical minerals; Land constraints; Net-zero emissions; Power sector transition; Renewables; Saudi Arabia; Emission control; Greenhouse gases; Mineral resources; Critical minerals; Land availability; Land constraint; Net-zero emission; Power sector; Power sector transition; Renewable resource; Renewables; Saudi Arabia; Zero emission; alternative energy; battery; greenhouse gas; land use; mineral processing; eodymium; power generation; renewable resource; resource scarcity; spatial resolution; Gas emissions";;;2026;"Export Date: 01 April 2026; Cited By: 0; Correspondence Address: K. Alhadhrami; King Abdullah Petroleum Studies and Research Center (KAPSARC), Riyadh, PO Box 88550, 11672, Saudi Arabia; email: khalid.alhadhrami@kapsarc.org; M. Petitet; King Abdullah Petroleum Studies and Research Center (KAPSARC), Riyadh, PO Box 88550, 11672, Saudi Arabia; email: marie.petitet@kapsarc.org; A.M. Elshurafa; King Abdullah Petroleum Studies and Research Center (KAPSARC), Riyadh, PO Box 88550, 11672, Saudi Arabia; email: amro.elshurafa@kapsarc.org; CODEN: ENEYD
";;;;;;;;"Energy
";345;;"Energy
";;"Elsevier Ltd
";;;;"Saudi Arabia's commitment to achieve net-zero (NZ) greenhouse gas emissions by 2060 requires emission reductions across key sectors, notably power generation, supported by effective and timely policies. We assess technological options, critical minerals, land requirements, and costs associated with transforming the Saudi power sector to NZ by 2060. The framework combines global critical mineral constraints scaled down to Saudi Arabia, land use considerations, and renewable resource limitations, with a capacity expansion model that co-optimizes generation (including battery storage and hydrogen) and transmission using an hourly temporal resolution. Achieving NZ emissions in the Saudi power sector by 2060 is feasible but projected to make the power system about four times costlier than today. Shortages of some critical materials (7 out of a total of 38 materials considered) may arise during the transition, with neodymium demand peaking at 10 times the estimated Saudi demand index, but these can be mitigated through planning, technology substitution, and targeted policy measures. Renewable resources and land availability are, by and large, not constraining. By 2060, the power sector is projected to occupy up to 3.6 % of the Saudi land, with land limits approached in the northeastern region, highlighting the need for targeted land-use planning. © 2026 The Authors
";"03605442 (ISSN)
";;;"Article
";"King Abdullah Petroleum Studies and Research Center (KAPSARC), PO Box 88550, Riyadh, 11672, Saudi Arabia
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028497691&doi=10.1016%2Fj.energy.2026.140067&partnerID=40&md5=19b83a16d8e9ba3d960f3fd86ac02c06
";;;;;10.1016/j.energy.2026.140067;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;"Renewable energy consumption and its impacts on agriculturalization under climate neutrality targets
";"Wang, L.; Wei, Y.; Li, B.; Zheng, S.; Ullah, S.; Sohail, S.";;"agriculturalization; climate neutrality targets; Renewable energy consumption; Africa; Asia; Europe; North America; South America; Energy efficiency; Energy utilization; Gas emissions; Greenhouse gases; Population statistics; Sustainable development; Agricultural productivity; Agriculturalization; Climate neutrality target; Cost saving; Longest run; Primary objective; Renewable energies; Renewable energy consumption; Research questions; Technological capital; agricultural production; alternative energy; climate conditions; econometrics; energy use; pollution effect; Agriculture";;;2025;"Export Date: 01 April 2026; Cited By: 3; Correspondence Address: Y. Wei; Beihai Campus, Guilin University of Electronic Technology, Beihai, Guangxi, China; email: 365046486@qq.com; CODEN: EENVE
";;3888;3904;;;;;"Energy Environ.
";36;8;"Energy and Environment
";;"SAGE Publications Inc.
";;;;"Improvements in energy efficiency, cost savings, and environmental advantages are possible effects of adopting and using renewable energy in agriculture. However, whether renewable energy consumption (REC) has any impact on agricultural productivity is a research question that this analysis tries to answer. Previous research neglected to consider the influence of REC on agriculture. The primary objective of the analysis is to analyze the role of REC in sustainable agriculture in Asia, America, Africa, and Europe with the help latest econometric technique of the CS-ARDL model. The findings show that REC and technological capital (TC) improve long-run agriculturalization in the full sample, Asia, Africa, America, and Europe. The results infer that a 1% increase in REC causes agriculturalization to boost by 1.512% in the full sample, 1.254% in Asia, 1.654% in Africa, 0.897% in America, and 1.325% in Europe. In addition, financial development favorably influences long-run agricultural productivity in the full sample, Africa, America, and Europe, and population growth only impacts agricultural productivity in the long run. In contrast, the long-run agricultural productivity is negatively impacted by environmental pollution globally and in Asia. On the other hand, in the short run, TC positively impacts agricultural productivity in all samples, while other short-run estimates are insignificant in most samples. These findings suggest that renewable energy utilization may lead to more effective and resilient agricultural systems by supplying clean and dependable electricity, lowering greenhouse gas emissions, and supporting sustainable resource management. © The Author(s) 2024
";"0958305X (ISSN)
";;;"Article
";"Pakistan Institute of Development Economics (PIDE), Islamabad, Pakistan
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185700724&doi=10.1177%2F0958305X241230622&partnerID=40&md5=d4c429369398b836421a208620c3c964
";;;;;10.1177/0958305X241230622;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;"Unveiling the carbon neutrality pathways of compact cities: a simulation-based scenario analysis from China
";"Fan, T.; Ren, Y.; Chapman, A.";;;;;2025;"Export Date: 01 April 2026; Cited By: 3; Correspondence Address: Y. Ren; Nanjing Forestry University, Nanjing, China; email: renyujie@njfu.edu.cn
";;;;;;;;"Hum. Soc. Sci. Comm
";12;1;"Humanities and Social Sciences Communications
";;"Springer Nature
";;;;"In the global effort to address climate change, achieving carbon neutrality has become a central objective in urban planning worldwide. Compact cities, due to their potential for land conservation, resource efficiency, and carbon emissions reduction, have garnered significant attention. This study examines the core mechanisms of carbon reduction in compact cities, using Chinese cities as case studies. By employing machine learning models, we analyze how key features of compact cities—such as population density, land-use mix, and public transportation development—contribute to the achievement of carbon neutrality. Additionally, we simulate future carbon emission levels under various urban development scenarios. The results indicate that an optimal population density (2000 to 2500 persons per square kilometer) and an appropriate land-use mix (entropy value between 0.8 and 0.9) can significantly reduce carbon emission intensity and accelerate the attainment of carbon neutrality. However, excessive density or overly mixed land use may lead to negative effects. Furthermore, the carbon reduction potential of public transportation depends on energy transitions and the adoption of new energy vehicles (NEVs); merely expanding public transit does not automatically lead to a reduction in carbon emission intensity. Scenario simulations further reveal that, due to the implementation of compact development strategies, many Chinese cities have already experienced a deceleration in carbon emission growth. Some economically advanced and industrialized cities are even showing a decoupling trend between economic growth and carbon emissions. This research not only identifies the key pathways for carbon reduction in compact cities but also provides theoretical foundations and empirical evidence to support the formulation of low-carbon urban policies. © The Author(s) 2025.
";"26629992 (ISSN)
";;;"Article
";"Kyushu University, Fukuoka, Japan
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012134614&doi=10.1057%2Fs41599-025-05545-w&partnerID=40&md5=06e6cec827250721134488fc75a360a2
";;;;;10.1057/s41599-025-05545-w;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;"LEAP-based energy demand and emissions modelling for low-carbon transport in Khon Kaen province, Thailand
";"Woraratch, K.; Klungboonkrong, P.; Tippichai, A.";;"electric vehicles; energy modelling; greenhouse gas emissions; LEAP model; low-carbon transport; transit-oriented development; Carbon; Climate change; Economics; Electric railroads; Electric utilities; Energy utilization; Greenhouse gas emissions; Land use; Light rail transit; Low emission; Mass transportation; Passenger cars; Urban planning; Urban transportation; Zero-carbon; Emission analysis; Energy model; Greenhouse gas emissions; Low carbon; Low carbon transport; Low emission; Low emission analyze platform model; Platform models; Thailand; Transit oriented development; Electric vehicles; Greenhouse gases";;;2026;"Export Date: 01 April 2026; Cited By: 0; Correspondence Address: A. Tippichai; Department of Urban and Regional Planning, School of Architecture, Art, and Design, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand; email: atit.ti@kmitl.ac.th
";;278;293;;;;;"Internat. J. Rene. Ener. Devel.
";15;2;"International Journal of Renewable Energy Development
";;"Diponegoro university Indonesia - Center of Biomass and Renewable Energy (CBIORE)
";;;;"Climate change mitigation in Thailand requires urgent transformation of energy-intensive sectors, notably transport in rapidly urbanizing provinces. Khon Kaen, a central economic hub in northeastern Thailand, faces increasing energy demand and transport-related greenhouse gas (GHG) emissions driven by rising private vehicle ownership and limited public transit integration. This study applies the Low Emissions Analysis Platform (LEAP) to model long-term energy demand and GHG emissions under two scenarios: Business-as-Usual (BAU) and Low-Carbon Scenario (LCS). A bottom-up vehicle stock turnover approach was combined with socioeconomic projections to simulate transport energy consumption from 2024 to 2050. The LCS integrates electric vehicle (EV) promotion, expansion of Light Rail Transit (LRT), Double-Track Rail (DTR) and High-Speed Rail (HSR), and implementation of Transit-Oriented Development (TOD) strategies. Results show that, compared with BAU, the LCS can reduce transport-related GHG emissions by 62.9% by 2050 and final energy demand by 43.5%, reflecting a substantial shift from fossil fuels toward electricity and biofuels. Under the LCS, adoption of EVs is projected to reach 100% of new passenger car sales by 2050, supported by the electrification of rail transport and decreased Vehicle Kilometres Travelled through TOD-based planning. These findings confirm that locally calibrated, integrated transport and land-use measures can significantly support Thailand’s national targets for carbon neutrality by 2050 and net-zero emissions by 2065. The modelling framework may potentially transferable to other mid-sized cities and provides evidence-based guidance for low-carbon urban transport planning. © The author(s). Published by CBIORE.
";"22524940 (ISSN)
";;;"Article
";"Department of Urban and Regional Planning, School of Architecture, Art, and Design, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030958940&doi=10.61435%2Fijred.2026.62064&partnerID=40&md5=f7d1d6d1685071a31716620115e9cb26
";;;;;10.61435/ijred.2026.62064;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;"Approaches to Carbon Emission Reductions and Technology in China’s Chemical Industry to Achieve Carbon Neutralization
";"Ma, L.; Song, M.";;"carbon neutralization; chemical industry; mitigation paths; scenario analysis; Carbon capture; Chemical analysis; Digital storage; Emission control; Carbon emissions; Carbon emissions reductions; Carbon neutralities; Carbon neutralization; Emission reduction potentials; Emissions intensity; Industrial structures; Mitigation path; Neutralisation; Scenarios analysis; Chemical industry";;;2022;"Export Date: 01 April 2026; Cited By: 16; Correspondence Address: L. Ma; School of Management, China University of Mining and Technology-Beijing, Beijing, 100083, China; email: huanlemalei@163.com; M. Song; School of Management, China University of Mining and Technology-Beijing, Beijing, 100083, China; email: songmei6361@cumtb.edu.cn
";;;;;;;;"Energies
";15;15;"Energies
";;"MDPI
";;;;"Based on China’s goal of achieving carbon neutrality by 2060, this study focused on its coal gasification in 2010–2019. Carbon emissions were calculated from industrial data, and an LMDt model was established to analyze the influencing factors of carbon emissions. Through scenario analysis, the paths of carbon emission reductions in the chemical industry were analyzed, and their emission reduction potential was estimated. The results showed that the carbon emissions in the chemical industry increased rapidly in 2010–2019, reaching 196 million tons in 2019. The emission structure was the most important factor in mitigating carbon emissions, and the emission intensity, industrial structure, economic development level, and labor force scale had different degrees of promotion effects, of which emission intensity was the strongest. The chemical industry can reach a carbon peak before 2030 under the three analyzed scenarios, and the emission reduction potential is the largest under the landing policy scenario. The results showed that carbon capture, usage, and storage (CCUS) technology is key for carbon emission reductions and that it is necessary to adjust the industrial structure, reduce emission intensity, and increase forest carbon sink to achieve carbon neutrality in the chemical industry. © 2022 by the authors.
";"19961073 (ISSN)
";;;"Article
";"School of Management, China University of Mining and Technology-Beijing, Beijing, 100083, China
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136525935&doi=10.3390%2Fen15155401&partnerID=40&md5=a52e5c8391167e3542ba3ebd758d3e3c
";;;;;10.3390/en15155401;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;"Modelling the regional potential for reaching carbon neutrality in Finland: Sustainable forestry, energy use and biodiversity protection
";"Forsius, M.; Holmberg, M.; Junttila, V.; Kujala, H.; Schulz, T.; Paunu, V.-V.; Savolahti, M.; Minunno, F.; Akujärvi, A.; Bäck, J.; Grönroos, J.; Heikkinen, R.K.; Karvosenoja, N.; Mäkelä, A.; Mikkonen, N.; Pekkonen, M.; Rankinen, K.; Virkkala, R.";;"Biodiversity; Carbon; Emissions; Forests; Greenhouse gases; Scenarios; Biodiversity; Carbon; Climate Change; Conservation of Natural Resources; Finland; Forestry; Forests; Models, Theoretical; Finland; carbon; biodiversity; carbon emission; carbon storage; complementarity; conservation planning; emission control; energy use; forestry; greenhouse gas; mitigation; policy implementation; scenario analysis; biodiversity; climate change; environmental protection; Finland; forest; forestry; procedures; theoretical model";;;2023;"Export Date: 01 April 2026; Cited By: 20; Correspondence Address: M. Forsius; Finnish Environment Institute SYKE, Helsinki, Latokartanonkaari 11, 00790, Finland; email: martin.forsius@syke.fi; CODEN: AMBOC
";;1757;1776;;;;;"Ambio
";52;11;"Ambio
";;"Springer Science and Business Media B.V.
";;;;"The EU aims at reaching carbon neutrality by 2050 and Finland by 2035. We integrated results of three spatially distributed model systems (FRES, PREBAS, Zonation) to evaluate the potential to reach this goal at both national and regional scale in Finland, by simultaneously considering protection targets of the EU biodiversity (BD) strategy. Modelling of both anthropogenic emissions and forestry measures were carried out, and forested areas important for BD protection were identified based on spatial prioritization. We used scenarios until 2050 based on mitigation measures of the national climate and energy strategy, forestry policies and predicted climate change, and evaluated how implementation of these scenarios would affect greenhouse gas fluxes, carbon storages, and the possibility to reach the carbon neutrality target. Potential new forested areas for BD protection according to the EU 10% protection target provided a significant carbon storage (426–452 TgC) and sequestration potential (− 12 to − 17.5 TgCO2eq a−1) by 2050, indicating complementarity of emission mitigation and conservation measures. The results of the study can be utilized for integrating climate and BD policies, accounting of ecosystem services for climate regulation, and delimitation of areas for conservation. © 2023, The Author(s).
";"00447447 (ISSN)
";;;"Article
";"Institute for Atmospheric and Earth System Research (INAR) & Faculty of Agriculture and Forestry, University of Helsinki, (Latokartanonkaari 7), P.O. Box 27, Helsinki, 00014, Finland
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165283706&doi=10.1007%2Fs13280-023-01860-1&partnerID=40&md5=96f29e15c295c28a23f4e1107e3c60da
";;;;;10.1007/s13280-023-01860-1;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;"Achieving Net-Zero in the Electricity Sector in China by 2050 Considering Environmental and Economic Objectives
";"Song, T.; Jeswani, H.K.; Azapagic, A.";;"climate change; energy; life cycle assessment; scenario analysis; sustainability; techno–economic assessment; Artificial life; Carbon capture; Carbon capture and storage; Carbon capture and utilization; Carbon cycle; Carbon sequestration; Decision making; Economic analysis; Economic and social effects; Energy policy; Environmental management; Greenhouse gases; Life cycle; Life cycle assessment; Photovoltaics; Solar power generation; Zero-carbon; Business-as-usual; Current situation; Economic objectives; Ecotoxicity; Electricity sector; Energy; Environmental objectives; Greenhouses gas; Scenarios analysis; Techno-economic assessment; Sustainable development";;;2026;"Export Date: 01 April 2026; Cited By: 0; Correspondence Address: A. Azapagic; Sustainable Industrial Systems, Department of Chemical Engineering, The University of Manchester, Manchester, United Kingdom; email: adisa.azapagic@manchester.ac.uk
";;;;;;;;"Adv. Sustain. Syst.
";10;3;"Advanced Sustainable Systems
";;"John Wiley and Sons Inc
";;;;"As the largest greenhouse gas emitter globally, China aims to achieve carbon neutrality by 2060, requiring its electricity sector to reach net-zero by around 2050. However, the environmental and economic sustainability of this goal has not been comprehensively assessed on a life cycle basis. Considering these aspects, this study develops and evaluates six net-zero electricity (NZE) scenarios by 2050, incorporating future technological developments and comparing them with business-as-usual (BAU) and the current situation. Results show that renewables-only grids (C-1 and C-2) provide the best overall environmental performance across nine out of 18 impacts and the lowest levelized cost of electricity (35–36 $/MWh). However, they increase metal depletion (up to fourfold), land use (2.6 times), and ecotoxicity (twofold) compared to BAU. Relative to the current situation, 15 impacts are reduced or comparable in NZE scenarios, while metal depletion, land use, and ionizing radiation rise by 85–217%. Multicriteria decision analysis shows C-2 (∼40% solar photovoltaics, 32% wind, ∼9% hydro, 4.5% biomass with/without carbon capture and storage (CCS), and 15% storage) as the most sustainable scenario under equal weighting of all indicators. However, BAU ranks highest if prioritising ecotoxicities, land use, metal depletion, or marine eutrophication. Coal CCS must contribute <5% to electricity to meet net-zero. Biomass with CCS is crucial for providing net-negative emissions (up to −6.4 Gt CO2 eq./year), although only 2–3% is required for net-zero. This work highlights trade-offs among environmental and economic considerations under net-zero, and provides guidance for sustainable energy planning toward China’s net-zero future. © 2026 The Author(s). Advanced Sustainable Systems published by Wiley-VCH GmbH.
";"23667486 (ISSN)
";;;"Article
";"Sustainable Industrial Systems, Department of Chemical Engineering, The University of Manchester, Manchester, United Kingdom
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031693055&doi=10.1002%2Fadsu.202501637&partnerID=40&md5=3b4229b7de99fabb076bb10e1e8a55a7
";;;;;10.1002/adsu.202501637;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;"Energy mix for net zero CO2 emissions by 2050 in Japan: An analysis considering siting constraints on variable renewable energy
";"Otsuki, T.; Obane, H.; Kawakami, Y.; Shimogori, K.; Mizuno, Y.; Morimoto, S.; Matsuo, Y.";;"carbon neutral; cost optimization; energy mix; energy system model; power generation mix; Ammonia; Carbon dioxide; Cost benefit analysis; Cost effectiveness; Offshore oil well production; Carbon neutrals; CO 2 emission; Cost effective; Costs Optimization; Energy mix; Energy-system models; Power generation mix; Renewable energy penetrations; Renewables; Variable renewable energies; Carbon capture";;;2022;"Export Date: 01 April 2026; Cited By: 10; Correspondence Address: T. Otsuki; Yokohama National University, Yokohama, 79-1, Tokiwadai, Hodogaya, 240-8501, Japan; email: otsuki-takashi-fx@ynu.ac.jp; CODEN: EENJA
";;;;;;;;"Electr Eng Jpn
";215;4;"Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi)
";;"John Wiley and Sons Inc
";;;;"This study investigated cost-effective energy strategies for realizing net zero CO2 emissions in Japan by 2050, employing an energy system optimization model with hourly electricity balances. The detailed temporal resolution enables the model to capture the intermittency of variable renewable energy (VRE) and the costs of system integration measures. Siting constraints on VRE, such as prohibiting solar PV and onshore wind developments in forests and offshore wind developments inside fishery rights areas, are incorporated in the model to reflect the environmental protection and social acceptance perspectives. Simulation results imply that a well-balanced power generation mix, combining renewables, nuclear, gas-fired with carbon capture and storage, as well as ammonia-fired, would contribute to curbing mitigation costs. In contrast, a simulation case with very high VRE penetration poses economic challenges. The average shadow price of electricity in 2050 in a 100% renewables case (RE100) is projected to be more than doubled from a reference case which is based on middle-of-the-road assumptions. Marginal CO2 abatement cost in 2050 increases from 49,200 JPY/tCO2 in the reference case to 75,300 JPY/tCO2 in the RE100 case. The economic viability of high VRE penetration is improved by relaxing the siting constraints, although it may raise environmental and social concerns. © 2022 Wiley Periodicals LLC.
";"04247760 (ISSN)
";;;"Article
";"The Institute of Energy Economics, Japan, Inui Bldg. Kachidoki, 1-13-1, Kachidoki, Tokyo, Chuo, 104-0054, Japan
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138300320&doi=10.1002%2Feej.23396&partnerID=40&md5=369e3eda224ad2ca5ac81419026e74bb
";;;;;10.1002/eej.23396;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;"Study on the future development prospects of biomass energy in towns, townships, and subdistricts under multi-scenarios —A case study of Harbin City
";"Qu, K.; Zhang, Y.; Ma, K.";;"And subdistricts; Biomass energy; Carbon neutrality; Carbon peaking; Future scenario simulation; Planning of townships; Towns; Agriculture; Biomass; Fossil fuels; Urban planning; And subdistrict; Bio-mass energy; Carbon neutralities; Carbon peaking; Development scenarios; Future scenario simulation; Planning of township; Scenario simulations; Supply-demand; Town; Carbon";;;2024;"Export Date: 01 April 2026; Cited By: 9; Correspondence Address: Y. Zhang; Harbin Institute of Technology, Harbin, No. 92, Xidazhi Street, China; email: 29598757@qq.com; K. Ma; China Academy of Urban Planning & Design, Beijing, 100037, China; email: makeni0000@163.com; ; CODEN: JCROE
";;;;;;;;"J. Clean. Prod.
";448;;"Journal of Cleaner Production
";;"Elsevier Ltd
";;;;"Biomass energy is the most likely new energy source to replace fossil fuels. This study presents a prediction method for biomass energy supply-demand and changes in supply-demand patterns that connects the past and future. In the study, carbon peaking and carbon neutrality are taken as the time base. The FLUS model is used to simulate future land allocation in four basic scenarios: natural development scenario, agricultural development scenario, low-carbon development scenario and industrial development scenario; and townships, towns, and subdistricts are taken as the basic statistical unit. Based on this, we have examined the suitability of future development of biomass energy in rural and urban areas in each scenario, as well as its contribution to the future energy system transformation that substitutes for fossil energy. This method has been applied to the case study of townships, towns, and subdistricts in Harbin City in China. The study results show that: The degrees to which biomass energy potential can substitute for fossil energy in the four scenarios in 2030 reach 4.21%, 5.62%, 5.47%, and 3.82%, respectively. Under agricultural development scenario, the supply-demand balance areas account for 48.94%, meaning this scenario has the largest potential for energy development and transition; low-carbon development scenario sees the highest degree of spatial supply-demand match, and thus enjoys the most advantages in energy transportation. The degrees to which biomass energy potential can substitute for fossil energy under the four scenarios in 2060 reach 2.01%, 6.96%, 5.35%, and 1.26% respectively. Agricultural development scenario still has the largest development potential, with the proportion of supply-demand balance areas jumping to 50.46%; Finally, low supply-high demand mismatch clusters are mainly concentrated in the main urban area and the central areas of townships, towns, and subdistricts. The high supply-low demand mismatch clusters are mainly distributed in the northeast. Under low-carbon development scenario, the low supply-high demand mismatch ratio has been reduced to 0.92%, the lowest supply-demand mismatch among all scenarios. Therefore, low-carbon development scenario enjoys the most spatial match advantages. This study will serve as an assessment method to advance the spatial development of biomass, and provide a geospatial basis for optimizing the layout of future energy development. Compared with previous studies, it has more spatial attributes, better reflects the complexity of biomass energy changes and is more connected with the measurement results and future policy making. In future research, we will combine multiple types of clean energy into the comparison and combined use to form a more comprehensive and specific research framework for new energy conversion. Longer-term macro-planning will go beyond the application boundaries of this research. © 2024 Elsevier Ltd
";"09596526 (ISSN)
";;;"Article
";"China Academy of Urban Planning & Design, Beijing, 100037, China
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187638302&doi=10.1016%2Fj.jclepro.2024.141707&partnerID=40&md5=2f9d740e02f00c6bc2d78481cdd3ddbb
";;;;;10.1016/j.jclepro.2024.141707;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;"Deep decarbonization and U.S. biofuels production: a coordinated analysis with a detailed structural model and an integrated multisectoral model
";"Vimmerstedt, L.; Atnoorkar, S.; Bergero, C.; Wise, M.; Peterson, S.; Newes, E.; Inman, D.";;"biofuels; climate change; integrated assessment model; land use; system dynamics; United States; Biofuels; Biomass; Carbon capture; Climate change; Climate models; Costs; Decarbonization; Economics; Feedstocks; System theory; Bio-energy; Biomass availability; Biomass utilization; Carbon price; Coordinated analysis; Decarbonisation; Integrated assessment models; Land availability; Scenario models; System Dynamics; biofuel; climate change; environmental modeling; environmental policy; incentive; integrated approach; land use change; Land use";;;2023;"Export Date: 01 April 2026; Cited By: 1; Correspondence Address: L. Vimmerstedt; National Renewable Energy Laboratory, Golden, United States; email: Laura.Vimmerstedt@nrel.gov
";;;;;;;;"Environ.Res.Lett.
";18;10;"Environmental Research Letters
";;"Institute of Physics
";;;;"Scenarios for deep decarbonization involve biomass for biofuels, biopower, and bioproducts, and they often include negative emissions via carbon capture and storage or utilization. However, critical questions remain about the feasibility of rapid growth to high levels of biomass utilization, given biomass and land availability as well as historical growth rates of the biofuel industry. We address these questions through a unique coordinated analysis and comparison of carbon pricing effects on biomass utilization growth in the United States using a multisectoral integrated assessment model, the Global Change Analysis Model (GCAM), and a biomass-to-biofuels system dynamics model, the Bioenergy Scenario Model (BSM). We harmonized and varied key factors—such as carbon prices, vehicle electrification, and arable land availability—in the two models. We varied the rate of biorefinery construction, the fungibility of feedstock types across conversion processes, and policy incentives in BSM. The rate of growth in biomass deployment under a carbon price in both models is within the range of current literature. However, the reallocation of land to biomass feedstocks would need to overcome bottlenecks to achieve growth consistent with deep decarbonization scenarios. Investments as a result of near-term policy incentives can develop technology and expand capacity—reducing costs, enabling flexibility in feedstock use, and improving stability—but if biomass demand is high, these investments might not overcome land reallocation bottlenecks. Biomass utilization for deep decarbonization relies on extraordinary growth in biomass availability and industrial capacity. In this paper, we quantify and describe the potential challenges of this rapid change. © 2023 The Author(s). Published by IOP Publishing Ltd.
";"17489326 (ISSN)
";;;"Article
";"Independent Contractor, West Lebanon, NH, United States
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174837370&doi=10.1088%2F1748-9326%2Facf146&partnerID=40&md5=95c71cd70e7f8f9823e8ba9ee9f12d56
";;;;;10.1088/1748-9326/acf146;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
