Article ID;Title;Author;Secondary authors;Keywords;title of unpublished reference;primary date;publication year;notes;reprint status;start page number;ending page number;periodical full name;periodical standard abbreviation;periodical in which article was published;periodical name - user abbreviation 1;periodical name - user abbreviation 2;volume number;issue number;title secondary;city of publication;publisher;user definable 1;user definable 5;title series;Abstract;ISSN/ISBN;availability;Misc. 1;Misc. 2;address;Web/URL;link to PDF;link to full-text;related records;images;DOI;Overall comments;"Comment:         Does the study explicitly include at least one of the following sectors within its system boundary?&nbsp;     AGRICULTURE  ENERGY&nbsp;(this includes TRANSPORT, BUILDINGS, ELECTRICITY GENERATION)  INDUSTRY  LAND-USE  FORESTRY  WASTE  CROSS-SECTORAL   OTHER    If YES: &nbsp;leave a comment with all sectors that apply, separated by commas, using only the above labels     Use CROSS-SECTORAL if sectors are not modeled separately but as an integrated whole-economy system. This means, you either specify one/multiple sectors explicitly OR only CROSS-SECTORAL.  Use OTHER and add a brief note if sector falls outside the list.      If NO: &nbsp;leave comment blank.       (Population); ";;;;;;;;;;;;;;;;;;;;;;"Comment:         Does the study present at least one&nbsp;  quantitative scenario  &nbsp;or&nbsp;  pathway  &nbsp;toward climate neutrality, i.e., numerical projections of future states, not solely qualitative descriptions or historical analysis?&nbsp; Please only consider the content of the Results Section plus Figures and Tables.             If YES , please specify in comment&nbsp;all quantified dimensions that apply, separated by commas, using only these labels:     DEMAND  EMISSIONS  COSTS  PRICES  TECHNOLOGY-SHARES  LAND-USE REQUIREMENTS   OTHER      Brief definitions for non-specialists:  DEMAND: numerical projections of energy or resource consumption, such as energy demand by sector (e.g. TWh, PJ)  EMISSIONS: GHG emission or removal quantities (e.g. MtCO₂eq)  COSTS: abatement or system costs (e.g. billion €),&nbsp;, GDP (e.g. billion €)  PRICES: energy or carbon price projections (e.g. €/MWh, €/tCO₂)  TECHNOLOGY-SHARES: deployment levels or shares of specific power generation technologies (e.g. TWh of PV), heating technologies (e.g. GWh of heat pumps), negative emission technologies (e.g. MtCO₂ of direct Air Capture or MtCO₂ sequested by forests) and transportation fuels (land, ship, air transport) (e.g. TWh of biofuels)  LAND-USE REQUIREMENTS: area of land required (e.g. land-used for wind power in km2)   OTHER: please specify      If NO: &nbsp;leave comment blank.    (Outcome); ";;;;;;;;;;;;;;;;;;;;;
495;"Green energy and steel imports reduce Europe’s net-zero infrastructure needs
";"Neumann, F.; Hampp, J.; Brown, T.";;"Europe; hydrogen; methanol; steel; ammonia; alternative energy; cost analysis; infrastructural development; spatiotemporal analysis; strategic approach; Article; carbon source; cost; energy resource; Europe; infrastructure; renewable energy; supply chain; article; electricity; energy; energy cost; fatigue; heat; human; hypobaric pressure; land use; pharmacoeconomics; renewable energy; renewable resource";;;2025;"Export Date: 01 April 2026; Cited By: 8; Correspondence Address: F. Neumann; Department of Digital Transformation in Energy Systems, Institute of Energy Technology, Technische Universität Berlin, Berlin, Germany; email: f.neumann@tu-berlin.de
";;;;;;;;"Nat. Commun.
";16;1;"Nature Communications 
";;"Nature Research
";;;;"Importing renewable energy to Europe may offer many potential benefits, including reduced energy costs, lower pressure on infrastructure development, and less land use within Europe. However, open questions remain: on the achievable cost reductions, how much should be imported, whether the energy vector should be electricity, hydrogen, or derivatives like ammonia or steel, and their impact on Europe’s infrastructure needs. This study integrates a global energy supply chain model with a European energy system model to explore net-zero emission scenarios with varying import volumes, costs, and vectors. We find system cost reductions of 1-10%, within import cost variations of ± 20%, with diminishing returns for larger import volumes and a preference for methanol, steel and hydrogen imports. Keeping some domestic power-to-X production is beneficial for integrating variable renewables, leveraging local carbon sources and power-to-X waste heat. Our findings highlight the need for coordinating import strategies with infrastructure policy and reveal maneuvering space for incorporating non-cost decision factors. © The Author(s) 2025.
";"20411723 (ISSN)
";;;"Article
";"Potsdam Institute for Climate Impact Research (PIK), Member of the Leibniz Association, Potsdam, Germany
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007949830&doi=10.1038%2Fs41467-025-60652-1&partnerID=40&md5=f426016179497674b51248256589125b
";;;;;10.1038/s41467-025-60652-1;ENERGY, COSTS, TECHNOLOGY-SHARES;;;;;;;;;;;;CROSS-SECTORAL;;;;;;;;;;;;;;;;;;;;;;COSTS, TECHNOLOGY SHARES, DEMAND, EMISSIONS;;;;;;;;;;
500;"Pathways to a net zero building sector in Colombia: Insights from a circular economy perspective
";"Vélez-Henao, J.A.; Pauliuk, S.";;"Circular economy; Climate change mitigation; Material flow analysis; Material stocks; Residential sector; Resource efficiency; Colombia; copper; Buildings sector; Circular economy; Climate change mitigation; Colombia; Economic growths; Material stock; Materials flow analysis; Rapid urbanizations; Residential sectors; Resource efficiencies; carbon dioxide; carbon emission; carbon sequestration; climate change; economic growth; emission control; forest; green economy; greenhouse gas; material flow analysis; resource depletion; urbanization; anaerobic digestion; Article; building sector; calibration; carbon sequestration; circular economy; climate change; Colombia; consumer; dynamic material flow analysis; economic aspect; fabrication yield improvement; gas chromatography; greenhouse gas emission; health care cost; municipal solid waste; population density; productivity; public health; questionnaire; recycling; residential sector; resource efficiency; sensitivity analysis; urbanization; Low emission";;;2025;"Export Date: 01 April 2026; Cited By: 12; Correspondence Address: J.A. Vélez-Henao; Faculty of Environment and Natural Resources, University of Freiburg, Freiburg, Germany, 8 Tennenbacher Straße 4, 79106, Germany; email: johan.velez@indecol.uni-freiburg.de; CODEN: RCREE
";;;;;;;;"Resour. Conserv. Recycl.
";212;;"Resources, Conservation and Recycling
";;"Elsevier B.V.
";;;;"The rapid urbanization and economic growth in Colombia have made the residential sector one of the largest energy and material consumers in the country. Circular economy (CE) strategies are a promising alternative to decouple the sector from resource depletion and climate change. The analysis shown here is based on the RECC model framework, a dynamic material flow analysis (dMFA) model. Our results suggest that by 2050 without CE strategies, residential building stock will reach 2.5 billion m2 and emit between 13 and 25 Mt CO2/yr, depending on whether carbon forest sequestration is included or not. A complete implementation of CE strategies and lower floor space can reduce 2020–2050 cumulative primary material production, waste generation, and GHG emissions by 48, 5, and 49 %, respectively. There is a potential to achieve net zero emissions by 2050 if, in addition to the measures mentioned above, more wood materials and forest sequestration are considered. © 2024 The Authors
";"09213449 (ISSN)
";;;"Article
";"Faculty of Environment and Natural Resources, University of Freiburg, Germany, 8 Tennenbacher Straße 4, Freiburg, 79106, Germany
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206667223&doi=10.1016%2Fj.resconrec.2024.107971&partnerID=40&md5=82e99db6616de2cb2e0b281109580d27
";;;;;10.1016/j.resconrec.2024.107971;ENERGY,EMISSIONS,OTHER;;;;;;;;;;;;ENERGY (buildings);;;;;;;;;;;;;;;;;;;;;;DEMAND, EMISSIONS, OTHER: Material Demand;;;;;;;;;;see figure in supplements 
521;"Evaluating decarbonization scenarios and energy management requirement for the residential sector in Japan through bottom-up simulations of energy end-use demand in 2050
";"Shimoda, Y.; Sugiyama, M.; Nishimoto, R.; Momonoki, T.";;"Bottom-up simulation; Building-integrated PV; Carbon neutral; Energy management; Residential sector; Zero emission; Japan; Decarbonization; Economics; Electric energy storage; Gas emissions; Greenhouse gases; Heating; Housing; Hydrogen storage; Land use; Bottom up; Bottom-up simulation; Building integrated photovoltaic; Carbon neutrals; Decarbonisation; Detached house; Energy; Photovoltaics; Residential sectors; Zero emission; carbon emission; demand analysis; electricity supply; energy management; greenhouse gas; installation; photovoltaic system; residential energy; scenario analysis; Energy management";;;2021;"Export Date: 01 April 2026; Cited By: 80; Correspondence Address: Y. Shimoda; Division of Sustainable Energy and Environmental Engineering, Graduate School of Engineering, Osaka University, Yamadaoka, Suita, 2-1, 565-0871, Japan; email: shimoda@see.eng.osaka-u.ac.jp; CODEN: APEND
";;;;;;;;"Appl. Energy
";303;;"Applied Energy
";;"Elsevier Ltd
";;;;"Decarbonization scenarios for achieving net zero greenhouse gas emissions in the Japanese residential sector by 2050 were examined using a bottom-up simulation model of energy end-use demand. The examined scenarios involve the dissemination of currently available technology, including highly insulated houses, high-efficiency equipment, high-efficiency appliances, electrification, and building-integrated photovoltaics (PV) in detached houses. The results show that decarbonization can be mostly achieved by the studied scenarios, especially through the dissemination of highly insulated buildings and high-efficiency water heaters as well as the installation of PV for all detached houses. This scenario reduced the total primary energy demand by 61% in 2013. A land-use strategy for increased detached houses is preferable for increasing PV capacity. For the scenario that achieves net zero energy, the predicted heat load intensity and electricity consumption per capita are almost the same as those of the Low Energy Demand (LED) scenario. Increased dependence on PV will create an imbalance in the relationship between electricity supply and demand, and 26% of the residential energy demand would rely on non-battery energy storage, such as pumped hydropower and hydrogen, owing to the seasonal time gap between residual and deficit electricity. © 2021 The Authors
";"03062619 (ISSN)
";;;"Article
";"Division of Sustainable Energy and Environmental Engineering, Graduate School of Engineering, Osaka University, 2-1, Yamadaoka, Suita, 565-0871, Osaka, Japan
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113400960&doi=10.1016%2Fj.apenergy.2021.117510&partnerID=40&md5=a6c1b7680a0ece0e66a73404f8683724
";;;;;10.1016/j.apenergy.2021.117510;ENERGY,TECHNOLOGY-SHARES;;;;;;"VK: energy sector; residential sector ";;;;;;;;;;;;;;;;;;;;;;DEMAND: energy consumption in  2050 decreased by  52% from that in  2013. In  addition, PV  generation is projected to reduce the net energy demand to the electric grid by 87%;;;;;;;;;;;;;;;;net-zero energy, but not net-zero emissions
530;"The regional carbon freedom by reducing emissions and developing sustainable forest use in finland
";"Karttunen, K.; Karhunen, A.; Laihanen, M.; Ranta, T.; Ahtikoski, A.; Kojola, S.; Salminen, H.; Hynynen, J.; Kujala, S.; Hakala, O.; Törmä, H.; Kinnunen, J.";"Carvalho M.d.G.; Scarlat N.; Grassi A.; Helm P.";"Economics; Emissions; Energy; Forestry; Regional; Carbon dioxide; Cost effectiveness; Emission control; Carbon neutralities; Computable general equilibrium modeling; Emission; Emission reduction; Energy; Finland; Forest use; Management simulations; Regional; Regional levels; Forestry";;;2019;"Export Date: 01 April 2026; Cited By: 0; Correspondence Address: K. Karttunen; Lappeenranta-Lahti University of Technology LUT, LUT School of Energy Systems, Laboratory of Bioenergy, Lönnrotinkatu 7, 50100, Finland; email: kalle.karttunen@lut.fi; Conference name: 27th European Biomass Conference and Exhibition, EUBCE 2019; Conference date: 27 May 2019 through 30 May 2019; Conference code: 228929
";;1549;1552;;;;;"European Biomass Conf. Exhib. Proc.
";;;"European Biomass Conference and Exhibition Proceedings
";;"ETA-Florence Renewable Energies
";;;;"The aim of the study is to promote ways to reach the goals of the carbon neutrality at the South Savo region in eastern Finland by examining the solutions for emission reductions and forest use. The study has taken the first step for reaching the cost-effective carbon neutrality at the regional level in Finland. The carbon dioxide neutral region means that the region's internal activity does not change the carbon content of the atmosphere. The carbon neutral society produces just as much carbon emissions as it can bind from the atmosphere. The study started by updating the regional energy balance and its carbon influence. Second, the carbon impact on forest use was measured. Finally, the cost-efficiency of alternative carbon neutrality solutions will be estimated. The study will be carried out by combining alternative emission reduction solutions and forest management simulations with computable general equilibrium (CGE) modelling. Permanent National Forest Inventory plots were used as an input of forest management simulations. Then, applying a modified CGE model (RegFinDyn), the economic and emission impacts of alternative carbon balance solutions will be assessed at the regional level. Earlier results have shown that a more intensive use of forests decreases the carbon sequestration potential but increases the regional socio-economic benefits. The carbon balance should be compensated either for emission reduction solutions or by controlling the use of forests. It is important to choose the solutions which are not only the emission efficient but also cost-efficient at the regional level. © 2019 ETA-Florence Renewable Energies.
";"22825819 (ISSN)
";;;"Conference paper
";"Statistics and Research Åland, P.O. Box 1187, Mariehamn Åland, AX-22111, Finland
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071068777&partnerID=40&md5=c2a0d74187dfc8db046f9711a360c697
";;;;;;FORESTRY,ENERGY;;;;;;Forestry, Energy ;;;;;;;;;;;;;;;;;;;;;;"EMISSIONS: forest management 
simulations showed that the changes in the carbon 
storage of living trees varied easily between the 5-year 
periods (Figure 5), being on average -1664 kt CO2 
between the simulation period from 2013 to 2038, in 25 
years. It must be noticed that the corresponding change 
represents 0.8% of forest carbon storage level at region, 
which was 201 505 kt CO2 in the end of simulation 
period. The starting point of the carbon storage of living 
trees was 199 841 kt CO2 at the region in the beginning 
of simulation. ";;;;;;;;;;;;;;;;
533;"Global zero-carbon energy pathways using viable mixes of nuclear and renewables
";"Hong, S.; Bradshaw, Corey J.A.; Brook, B.W.";;"Decarbonisation; Energy scenarios; Energy systems; Sustainable energy; Norway; Buffer storage; Carbon dioxide; Climate change; Costs; Economics; Emission control; Energy management; Environmental impact; Fossil fuels; Fuel storage; Land use; Capital investment; Climate change mitigation; Decarbonisation; Economic constraints; Energy scenarios; Energy systems; Energy transitions; Sustainable energy; carbon emission; climate change; cost analysis; demand analysis; electricity; emission control; energy planning; future prospect; global perspective; land use change; uclear power; optimization; power generation; renewable resource; sustainable development; Investments";;;2015;"Export Date: 01 April 2026; Cited By: 70; Correspondence Address: B.W. Brook; The Environment Institute and School of Biological Sciences, The University of Adelaide, Adelaide, 5005, Australia; email: barry.brook@utas.edu.au; CODEN: APEND
";;451;459;;;;;"Appl. Energy
";143;;"Applied Energy
";;"Elsevier Ltd
";;;;"What are the most viable global pathways for a major expansion of zero-carbon emissions electricity sources given the diversity of regional technical, socio-political and economic constraints? We modelled a range of zero-emissions energy scenarios across nations that were designed to meet projected final energy demand in 2060, and optimised to derive the best globally aggregated results in terms of minimising costs and land use (a surrogate for environmental impacts). We found that a delayed energy transition to a zero-emissions pathway will decrease investment costs (-$3,431billion), but increase cumulative CO2 emissions (additional 696Gt). A renewable-only scenario would convert >7.4% of the global land area to energy production, whereas a maximum nuclear scenario would affect <0.4% of land area, including mining, spent-fuel storage, and buffer zones. Moreover, a nuclear-free pathway would involve up to a 50% greater cumulative capital investment compared to a high nuclear penetration scenario ($73.7trillion). However, for some nations with a high current share of renewables and a low projected future energy demand (e.g., Norway), pursuit of a higher nuclear share is suboptimal. In terms of the time frame for replacement of fossil fuels, achieving a global nuclear share of about 50% by 2060 would be a technically and economically plausible target if progressing at a pace of the average historical growth of nuclear power penetration in France from 1970 to 1986 (0.28MWhperson-1year-1). For effective climate-change mitigation, a high penetration of nuclear in association with a nationally appropriate mix of renewables achieves far superior cost and land effectiveness compared to a renewables-only future to reduce emissions. © 2015 Elsevier Ltd. All rights reserved.
";"03062619 (ISSN)
";;;"Article
";"Centre for Energy Technology, The University of Adelaide, Adelaide, 5005, SA, Australia
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955616418&doi=10.1016%2Fj.apenergy.2015.01.006&partnerID=40&md5=aeafaa5da3959dc3d80348a25001966c
";;;;;10.1016/j.apenergy.2015.01.006;;;;;;;Energy;;;;;;;;;;;;;;other: electricity;;;;;;;;Demand, emissions, land use requirements, costs;;;;;;;;;;;;;;emissions, cost, technology shares;;
541;"Bhutan: Can the 1.5 °C agenda be integrated with growth in wealth and happiness?
";"Yangka, D.; Newman, P.";;"Bhutan; Carbon neutral; Economic growth; Electrified transport; Emission; Energy policy; Greenhouse gas; Gross national happiness; LEAP model; Urbanisation; Wellbeing";;;2018;"Export Date: 01 April 2026; Cited By: 13; Correspondence Address: D. Yangka; Curtin University Sustainability Policy Institute (CUSP), Perth, 6845, Australia; email: dorji.yangka@postgrad.curtin.edu.au
";;94;112;;;;;"Urban Planning
";3;2;"Urban Planning
";;"Cogitatio Press
";;;;"Bhutan is a tiny kingdom nested in the fragile ecosystem of the eastern Himalayan range, with urbanisation striding at a rapid rate. To the global community, Bhutan is known for its Gross National Happiness (GNH), which in many ways is an expression of the Sustainable Development concept. Bhutan is less known for its policy of being carbon neutral, which has been in place since the 15th session of the Conference of Parties meeting in 2009 and was reiterated in their Nationally Determined Contribution with the Paris Agreement. Bhutan achieves its carbon neutral status through its hydro power and forest cover. Like most emerging countries, Bhutan wants to increase its wealth and become a middle income country by 2020, as well as increase its GNH. This article looks at the planning options to integrate the three core national goals of GNH, economic growth (GDP) and greenhouse gas (GHG). We investigate whether Bhutan can contribute to the 1.5 °C agenda through its ‘zero carbon commitment’ as well as growing in GDP and improving GNH. Using the Long-range Energy Alternatives Planning model, this article shows that carbon neutral status would be broken by 2037 or 2044 under a high GDP economic outlook, as well as a business as usual scenario. National and urban policy interventions are thus required to maintain carbon neutral status. Key areas of transport and industry are examined under two alternative scenarios and these are feasible to integrate the three goals of GHG, GDP and GNH. Power can be kept carbon neutral relatively easily through modest increases in hydro. The biggest issue is to electrify the transport system and plans are being developed to electrify both freight and passenger transport. © 2018 by the authors.
";"21837635 (ISSN)
";;;"Article
";"Curtin University Sustainability Policy Institute (CUSP), Perth, 6845, WA, Australia
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046746631&doi=10.17645%2Fup.v3i2.1250&partnerID=40&md5=1aa6a2b1860aac745a327984dd3b1d8c
";;;;;10.17645/up.v3i2.1250;;;;;;;energy (industry, transportation);;;;;;;;;;;;;;energy (transport, industry);;;;;;;;demand, emissions, costs, prices;;;;;;;;;;;;;;emissions;;
544;"Net zero electricity systems in global economies by life cycle assessment (LCA) considering ecosystem, health, monetization, and soil CO2 sequestration impacts
";Sadhukhan, J.;;"Consequential life cycle assessment; Hydropower wind solar geothermal bioenergy nuclear; Land use GWP human Health ecosystem sustainability; Natural CO<sub>2</sub> sinks carbon sinks forestation soil biodiversity; Net zero roadmaps; Weighted costing or monetization of environmental impact or ecological economics; Brazil; Canada; China; France; Germany; India; Indonesia; Italy; Japan; Mexico; Russian Federation; Spain; Turkey; United States; United States; Acidification; Biodiversity; Carbon; Carbon dioxide; Climate change; Disaster prevention; Economics; Ecosystems; Environmental impact; Forestry; Gas emissions; Greenhouse gases; Health; Land use; Life cycle; Soils; Sustainable development; Bio-energy; Carbon sink; Consequential life-cycle assessment; Ecological economics; Ecosystem sustainability; Human health; Hydropower wind solar geothermal bioenergy nuclear; Land use GWP human health ecosystem sustainability; Natural CO2 sink carbon sink forestation soil biodiversity; Net zero roadmap; Roadmap; Soil biodiversity; Weighted costing or monetization of environmental impact or ecological economic; ecosystem; electricity; global economy; greenhouse gas; life cycle analysis; methodology; sequestration (chemistry); Costs";;;2022;"Export Date: 01 April 2026; Cited By: 52
";;960;974;;;;;"Renew. Energy
";184;;"Renewable Energy
";;"Elsevier Ltd
";;;;"Electrification of all sectors needs net zero electricity (NZE) to slash greenhouse gas emissions (GHG), 38% of the global annual energy-related GHG of 34 Gt CO2eq. NZE is to avoid climate catastrophe, predicted at 2.7 °C rise in global mean temperature by 2100 (at 50% probability). There is no consensus approach to the sustainable development of NZE systems. This study has developed a novel, rigorous, holistic life cycle assessment methodology for a sustainable NZE roadmap or pathway. It identifies the leading fifteen countries with the highest gross domestic products with over 90% GHG. It compiles Ecoinvent life cycle inventory for in-country NZE systems and calculates their life cycle impacts using ReCiPe, Impact 2002+, and Environmental Prices methods. The global mean ranking of non-fossil systems is (kg CO2eq/GJ, US$/GJ): hydro-run-of-river (1.49, 0.73), hydro-reservoir (7.77, 0.91), wind:1–3 MW (7.37, 3.9), solar-20MW (13.94, 4.18), solar-50MW (15.29, 4.84), wind:>3 MW (9.55, 9.68), geothermal (19.99, 9.84), and bioenergy (12.09, 36.28). In decreasing order of significance, sustainability determinants are particulate emissions, land use, human toxicity, climate change, acidification, and ionisation radiation. To hit NZE (0.02–0.24 kg CO2eq/kWh), Brazil, the USA, Spain, Germany, France, Canada, Japan, Italy, and the UK need 52–95% decarbonization. Russia, Indonesia, Mexico, and Turkey can achieve 61%, 31%, 6%, and 4% decarbonization to 0.24–0.56 kg CO2eq/kWh, while with 0.52 and 0.65 kg CO2eq/kWh, China's and India's transitioning may slow down by this time. Robust NZE relies on improving health in developing countries, de-fossilized resource-technology diversification, and natural soil organic carbon sequestration, enhancing biodiversity and forestation. © 2021
";"09601481 (ISSN)
";;;"Article
";"Centre for Environment & Sustainability, University of Surrey, Guildford, GU2 7XH, UK, United Kingdom
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121115376&doi=10.1016%2Fj.renene.2021.12.024&partnerID=40&md5=1e0fcecbfb564d78271868d98361ffc4
";;;;;10.1016/j.renene.2021.12.024;;;;;;;Energy ;;;;;;;;;;;;;;energy (electricity);;;;;;;;emissions, costs, technology-shares, land use requirements, other: ecotoxity;;;;;;;;;;;;;;emissions, technology-shares;;
547;"The potential role of forest management in Swedish scenarios towards climate neutrality by mid century
";"Cintas, O.; Berndes, G.; Hansson, J.; Poudel, B.C.; Bergh, J.; Börjesson, P.; Egnell, G.; Lundmark, T.; Nordin, A.";;"Carbon budget; Climate change; Energy systems; Forest fuels; Forest supply; GHG balances; Sweden; Biofuels; Budget control; Carbon dioxide; Climate change; Fossil fuels; Fuel storage; Fuels; Greenhouse gases; Highway administration; Motor transportation; Roads and streets; Carbon budgets; Carbon sequestration; End of life managements; Energy systems; Forest fuel; Forest productivity; Forest supply; Greenhouse gases (GHG); biofuel; biomass power; carbon budget; carbon sequestration; climate change; climate forcing; energy budget; forest management; forestry production; fossil fuel; greenhouse gas; eutralization; resource allocation; supply chain management; sustainable development; Forestry";;;2017;"Export Date: 01 April 2026; Cited By: 49; Correspondence Address: O. Cintas; Department of Energy and Environment, Energy Technology, Chalmers University of Technology, Göteborg, Sweden; email: olivia.cintas@chalmers.se; CODEN: FECMD
";;73;84;;;;;"For. Ecol. Manage.
";383;;"Forest Ecology and Management
";;"Elsevier B.V.
";;;;"Swedish climate policy targets net zero greenhouse gases (GHG) by mid-century, with road transport independent of fossil fuels by 2030, requiring far-reaching changes in the way energy is used. Forest management is expected to support carbon sequestration and provide biomass for various uses, including energy. In this paper, we combine two energy scenarios with four forest scenarios and quantify GHG balances associated with energy-use for heat, electricity, and road transport, and with forest management and production, use, and end-of-life management of various forest products, including products for export. The aggregated GHG balances are evaluated in relation to the 2-degree target and an allocated Swedish CO2 budget. The production of biofuels in the agriculture sector is considered but not analyzed in detail. The results suggest that Swedish forestry can make an important contribution by supplying forest fuels and other products while maintaining or enhancing carbon storage in vegetation, soils, and forest products. The GHG neutrality goal is not met in any of the scenarios without factoring in carbon sequestration. Measures to enhance forest productivity can increase output of forest products (including biofuels for export) and also enhance carbon sequestration. The Swedish forest sector can let Sweden reach net negative emissions, and avoid “using up” its allocated CO2 budget, thereby increasing the associated emissions space for the rest of the world. © 2016 Elsevier B.V.
";"03781127 (ISSN)
";;;"Article
";"Department of Forest Genetics and Plant Physiology, Swedish University of Agricultural Sciences, Umeå, Sweden
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995923641&doi=10.1016%2Fj.foreco.2016.07.015&partnerID=40&md5=42f9e723c0c1162aeef0df06e84f5692
";;;;;10.1016/j.foreco.2016.07.015;;;;;;;forestry, energy;;;;;;;;;;;;;;energy, forestry;;;;;;;;demand, emissions, ;;;;;;;;;;;;;;emissions, technology shares;;
562;"The role of beccs in achieving climate neutrality in the european union
";"Tatarewicz, I.; Lewarski, M.; Skwierz, S.; Krupin, V.; Jeszke, R.; Pyrka, M.; Szczepański, K.; Sekuła, M.";;"Abatement cost; BECCS; Biomass; CCS; Climate neutrality; Emission; EU climate/energy policy; European Union; Fit for 55; Greenhouse gas; Biomass; Climate models; Costs; Digital storage; Economics; Emission control; Fossil fuels; Gas emissions; Greenhouse gases; Hydrogen storage; Investments; Reforestation; % reductions; Abatement costs; Bioenergies with carbon capture and storages; Climate neutrality; Emission; Energy generations; EU climate/energy policy; European union; Fit for 55; Greenhouses gas; Carbon capture";;;2021;"Export Date: 01 April 2026; Cited By: 22; Correspondence Address: I. Tatarewicz; National Centre for Emissions Management (KOBiZE), Warsaw, Chmielna 132/134, 00-805, Poland; email: igor.tatarewicz@kobize.pl; V. Krupin; National Centre for Emissions Management (KOBiZE), Warsaw, Chmielna 132/134, 00-805, Poland; email: vitaliy.krupin@kobize.pl
";;;;;;;;"Energies
";14;23;"Energies
";;"MDPI
";;;;"The achievement of climate neutrality in the European Union by 2050 will not be possible solely through a reduction in fossil fuels and the development of energy generation from renewable sources. Large-scale implementation of various technologies is necessary, including bioenergy with carbon capture and storage (BECCS), carbon capture and storage (CCS), and carbon capture and utilisation (CCU), as well as industrial electrification, the use of hydrogen, the expansion of electromobility, low-emission agricultural practices, and afforestation. This research is devoted to an analysis of BECCS as a negative emissions technology (NET) and the assessment of its implementation impact upon the possibility of achieving climate neutrality in the EU. The modelling approach utilises tools developed within the LIFE Climate CAKE PL project and includes the MEESA energy model and the d-PLACE CGE economic model. This article identifies the scope of the required investment in generation capacity and the amount of electricity production from BECCS necessary to meet the greenhouse gas (GHG) emission reduction targets in the EU, examining the technology’s impact on the overall system costs and marginal abatement costs (MACs). The modelling results confirm the key role of BECCS technology in achieving EU climate goals by 2050. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.
";"19961073 (ISSN)
";;;"Article
";"Institute of Environmental Protection—National Research Institute (IEP-NRI), Krucza 5/11D, Warsaw, 00-548, Poland
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119951372&doi=10.3390%2Fen14237842&partnerID=40&md5=8bec2eb92d691a5134d19c00f5e5d4dd
";;;;;10.3390/en14237842;;;;;;;energy;;;;;;;;;;;;;;energy;;;;;;;;demand, emissions, costs, prices, technology-shares;;;;;;;;;;;;;;emissions, costs, technology shares;;
568;"Simulation of Spatial Service Range and Value of Carbon Sink Based on Intelligent Urban Ecosystem Management System and Net Present Value Models—An Example from the Qinling Mountains
";"Ma, X.; Li, J.; Zhao, K.; Wu, T.; Zhang, P.";;"Carbon emissions; Carbon neutralization; Carbon sink; IUEMS; Carbon; Chelation; Commerce; Data; Ecosystems; Land Use; Mountains; Neutralization; China; Qinling Mountains; Commerce; Diffusion in gases; Ecosystems; Energy utilization; Land use; Landforms; Carbon emissions; Carbon neutralities; Carbon neutralization; Carbon sink; Ecosystem management; Intelligent urban ecosystem management system; Management systems; Neutralisation; Qinling mountains; Urban ecosystem; artificial intelligence; carbon emission; carbon sequestration; carbon sink; computer simulation; eutralization; urban ecosystem; Carbon";;;2022;"Export Date: 01 April 2026; Cited By: 18; Correspondence Address: J. Li; College of Resources, Environment, History and Culture, Xianyang Normal University, Xianyang, 712000, China; email: lijing@snnu.edu.cn
";;;;;;;;"Forests
";13;3;"Forests
";;"MDPI
";;;;"Under the current background of carbon neutrality, the quantification of carbon neutrality in Qinling Mountains, the calculation of the spatial service scope, and the estimation of economic value are of great significance for the improvement of carbon neutrality spatial planning and the carbon trading market. The Intelligent Urban Ecosystem Management System (IUEMS) was used to calculate the carbon sequestration of the Qinling Mountains. The carbon emission of Qinling Mountains was spatialized through model fitting, using the night light data and energy consumption data of various cities. The static carbon content of the Qinling Mountains was obtained. Combined with the common gas diffusion coefficient, under normal temperature and pressure, the service range of the Qinling Mountains’ carbon neutralization to the surrounding area was calculated. The spatial distribution of carbon sequestration in 2030 and 2050 was simulated using Patch generating Land Use Simulation (PLUS) model and Net Present Value (NPV) model. Under two discount rates, the model could calculate the carbon value in 2012, 2016, 2020, 2030, and 2050, respectively. The results proved that the value of carbon in the Qinling Mountains is gradually increasing. Since 2012, the service range of carbon neutralization in the Qinling Mountains was 175–262.63 km, and the service range has been gradually expanded. The discount rate is inversely proportional to the carbon value. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.
";"19994907 (ISSN)
";;;"Article
";"Equipment Management and UAV College, Air Force Engineering University, Xi’an, 710051, China
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126558242&doi=10.3390%2Ff13030407&partnerID=40&md5=f7c43c9b6f017b185c3e882d514d0a44
";;;;;10.3390/f13030407;;;;;;Land use, Forestry;Forestry;;;;;;;;;;;;;;;;;;;;;Emissions, Land Use requirements ;Other: carbon sink value, carbonneutralization amount;;;;;;;;;;;;;;;;
