#;Type;Reference;Primary title;Book title;Title unpublished reference;Notes;Keywords;Authors;Primary date;Publication year;Reprint status;Start page;End page;Periodical full name;Periodical standard abbreviation;Periodical in which article was published;Periodical name user abbreviation 1;Periodical name user abbreviation 2;Title secondary;Volume number;Issue number;City of publication;Publisher;User definable 1;User definable 5;Title series;abstract;ISSN/ISBN;Availability;Misc. 1;Misc. 2;Address;Web/URL;Link to PDF;Link to full-text;Related records;Images;doi
512;;;;"Territorial spatial carbon neutrality realization degree of the Yellow River Basin: A case study of the Inner Mongolia section
";;"Export Date: 01 April 2026; Cited By: 8; Correspondence Address: X. Huang; School of Geography and Ocean Science, Nanjing University, Nanjing, 210023, China; email: hxj369@nju.edu.cn
";"carbon emissions peak; ecological process simulation; territorial spatial; the degree of carbon neutrality; the Yellow River Basin; China; Nei Monggol; Yellow River Basin; carbon emission; carbon sink; civilization; climate change; emission control; global climate; Intergovernmental Panel on Climate Change; land use planning; simulation; terrestrial ecosystem; territorial planning";"Xu, R.; Huang, X.; Wang, P.; Liu, Z.; Liang, J.; Yang, L.; Zhang, X.";;2022;;9651;9662;;;;;"Shengtai Xuebao
";"Shengtai Xuebao
";42;23;;"Science Press
";;;;"Based on the background of global climate governance and the important position of the Yellow River Basin in the construction of ecological civilization in China, taking the Inner Mongolia section of the Yellow River Basin as an example, this paper uses the improved IPAT model and Integrated Ecosystem Simulator (IBIS) to predict the change trend and peak of carbon emission in the study area from 2018 to 2060 under different scenarios. At the same time, the realization degree of carbon neutrality in the Inner Mongolia section of the Yellow River Basin in 2060 is also analyzed, combined with the simulation of carbon sink capacity. The results show that: (1) under the baseline scenario, energy-saving scenario, low-carbon scenario and extensive scenario, the Inner Mongolia section of the Yellow River Basin will reach the peak of carbon emission in 2040, 2035, 2030 and 2050, with the peak carbon emissions of 122.09 million tons, 112.13 million tons, 97.84 million tons, and 176. 35 million tons, respectively. (2) Under the IPCC RCP2. 6 climate change scenario, the terrestrial ecosystem in the Inner Mongolian section of the Yellow River Basin shows a carbon sink effect, with the net primary productivity of 15.33 million tons. While under the RCP6. 0 scenario, the terrestrial ecosystem presents a carbon source effect, with the net primary productivity of - 5. 06 million tons. (3) Considering carbon emission from energy consumption and carbon sink level comprehensively, under the RCP2.6 climate change scenario, the Mongolian section of the Yellow River Basin could achieve 18. 42%, 22. 37%, 34. 46% and 9. 90% of the carbon neutrality process in 2060 respectively, if the baseline, energy-saving, low-carbon and extensive scenarios are selected for carbon emission. While under the RCP6. 0 climate scenario, it is difficult for the terrestrial ecosystem in the study area to contribute to the advancement of carbon neutrality because it appears as a carbon source. Therefore, for the Inner Mongolia section of the Yellow River Basin, it is necessary to scientifically formulate the time for the realization of peak carbon dioxide emissions and carbon neutrality. In the future, we will do more to protect important carbon sink ecosystems and enhance the capacity of carbon sequestration and carbon sink increase; to adjust energy consumption structure and increase the planning targets of renewable energy development; to establish carbon emission trading market and promote the flow of carbon indicators; to formulate the standards for carbon emissions from land use and improve the patterns of the territorial spatial. © 2022 Science Press. All rights reserved.
";"10000933 (ISSN)
";;;"Article
";"Inner Mongolia Autonomous Region Territorial Space Planning Institute, Hohhot, 010000, China
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145172982&doi=10.5846%2Fstxb202201120117&partnerID=40&md5=c86b56e20bd29969ba17cc72f8d648e7
";;;;;"10.5846/stxb202201120117
"
513;;;;"Carbon debt repayment or carbon sequestration parity? Lessons from a forest bioenergy case study in Ontario, Canada
";;"Export Date: 01 April 2026; Cited By: 56; Correspondence Address: M.T. Ter-Mikaelian; Ministry of Natural Resources, Ontario Forest Research Institute, Sault Ste. Marie, 1235 Queen Street East, P6A 2E5, Canada; email: michael.termikaelian@ontario.ca
";"Biomass; Carbon neutral; Coal; Electricity; Forest carbon; Greenhouse gas emissions; Harvest residue; Renewable energy; Slash pile; Standing trees; Canada; Ontario [Canada]; Biomass; Climate change; Coal; Electric substations; Electricity; Gas emissions; Greenhouse gases; Harvesting; Pelletizing; Piles; Reforestation; Sensitivity analysis; Wood; Carbon neutrals; Forest carbons; Harvest residues; Renewable energies; Standing tree; alternative energy; bioenergy; biomass; carbon emission; carbon sequestration; coal; crop residue; electricity; forest ecosystem; greenhouse gas; harvesting; pile; Forestry";"Ter-Mikaelian, M.T.; Colombo, S.J.; Lovekin, D.; Mckechnie, J.; Reynolds, R.; Titus, B.; Laurin, E.; Chapman, A..-M.; Chen, J.; Maclean, H.L.";;2015;;704;716;;;;;"GCB Bioenergy
";"GCB Bioenergy
";7;4;;"Blackwell Publishing Ltd
";;;;"Forest bioenergy can contribute to climate change mitigation by reducing greenhouse gas (GHG) emissions associated with energy production. We assessed changes in GHG emissions resulting from displacement of coal with wood pellets for the Atikokan Generating Station located in Northwestern Ontario, Canada. Two contrasting biomass sources were considered for continuous wood pellet production: harvest residue from current harvest operations (residue scenario) and fibre from expanded harvest of standing live trees (stemwood scenario). For the stemwood scenario, two metrics were used to assess the effects of displacing coal with forest biomass on GHG emissions: (i) time to carbon sequestration parity, defined as the time from the beginning of harvest to when the combined GHG benefit of displacing coal with biomass and the amount of carbon in regenerating forest equalled the amount of forest carbon without harvest for energy production; and (ii) time to carbon debt repayment, defined as the time from the beginning of harvest to when the combined GHG benefit of displacing coal with biomass and the amount of carbon in the regenerating forest equalled forest carbon at the time of harvest. Only time to carbon sequestration parity was used for the residue scenario. In the residue scenario, carbon sequestration parity was achieved within 1 year. In the stemwood scenario, times to carbon sequestration parity and carbon debt repayment were 91 and 112 years, respectively. Sensitivity analysis showed that estimates were robust when parameter values were varied. Modelling experiments showed that increasing growth rates for regenerating stands in the stemwood scenario could substantially reduce time to carbon sequestration parity. We discuss the use of the two metrics (time to carbon sequestration parity and time to carbon debt repayment) for assessing the effects of forest bioenergy projects on GHG emissions and make recommendations on terminology and methodologies for forest bioenergy studies. © 2014 John Wiley & Sons Ltd.
";"17571693 (ISSN)
";;;"Article
";"Department of Civil Engineering, University of Toronto, 35 St. George Street, Toronto, M5S 1A4, ON, Canada
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931045149&doi=10.1111%2Fgcbb.12198&partnerID=40&md5=dee672d1517dd07ad98ed5aee7d7792f
";;;;;"10.1111/gcbb.12198
"
514;;;;"Farmer intentional pathways for net zero carbon: Exploring the lock-in effects of forestry and renewables
";;"Export Date: 01 April 2026; Cited By: 18; Correspondence Address: A.P. Barnes; Edinburgh, West Mains Road, EH9 3JG, United Kingdom; email: Andrew.Barnes@sruc.ac.uk
";"Bivariate probit; Climate smart agriculture; Path dependency; Scotland; United Kingdom; agricultural diversification; agricultural policy; alternative energy; carbon emission; farmers knowledge; forestry; multivariate analysis";"Barnes, A.P.; McMillan, J.; Sutherland, L.-A.; Hopkins, J.; Thomson, S.G.";;2022;;;;;;;;"Land Use Policy
";"Land Use Policy
";112;;;"Elsevier Ltd
";;;;"Climate smart farming requires food production to sit alongside practices which sequester greenhouse gas emissions. Given the requirement to meet net zero emissions by the middle of the century, agricultural policies are now seeking to embed climate smart approaches within future support schemes. Path dependency, the influence of past choices on decision making, has been found to constrain future growth pathways. We apply this concept within a survey of 2494 farmers in Scotland to understand their intentions towards uptake of two prominent climate smart approaches, namely forestry expansion and on-farm renewable energy. We employ a bivariate probit model to estimate the single and joint dependences of these two activities within a farm decision making framework. Factors such as succession planning, the level of agricultural diversification and risk seeking perceptions were found to be positively related to influencing uptake. However, the strongest predictors for uptake were past expansion of these activities and, conversely, a limiting factor for those who did not intend to increase activities. This provides some evidence that path dependencies will limit large scale adoption to meet a net zero target. We argue for a dual approach to intervention which differentiates between past adopters and those who are reluctant to adopt. More targetted support for these two cohorts would address these high level policy ambitions. © 2021 The Authors
";"02648377 (ISSN)
";;;"Article
";"Social, Economic and Geographical Sciences, James Hutton Institute, Craigiebuckler, Aberdeen, AB15 8QH, United Kingdom
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119926986&doi=10.1016%2Fj.landusepol.2021.105861&partnerID=40&md5=cefe3e779d7b7f59f93d7ecb5e8757de
";;;;;"10.1016/j.landusepol.2021.105861
"
515;;;;"Research on Straw-Based High-Quality Energy in China under the Background of Carbon Neutrality
";;"Export Date: 01 April 2026; Cited By: 7; Correspondence Address: Y.-Y. Chi; School of Economics and Management, Beijing University of Technology, Beijing, 100124, China; email: goodcyy@bjut.edu.cn
";"High-quality energy; Infrastructure construction; Mechanization level; Renewable energy; Ridge regression; Straw; Agricultural machinery; Agriculture; Carbon; Economic and social effects; Economics; Energy utilization; Investments; Mechanization; Public policy; Rural areas; Agricultural mechanization; Economic development; Energy; High quality; High-quality energy; Infrastructure construction; Mechanisation; Mechanization level; Renewable energies; Ridge regression; Regression analysis";"Ren, J.-Q.; Yang, Y.-W.; Chi, Y.-Y.";;2022;;;;;;;;"Energies
";"Energies
";15;5;;"MDPI
";;;;"It is imperative to use clean energy in order to achieve “carbon neutrality” and “carbon peaking”. This research aims to explore the impact of the agricultural mechanization level, the rural infrastructure construction level, and the rural economic development level on the utilization of high-quality straw energy, and, resultingly, this study aims to help provide suggestions for promoting high-quality straw energy utilization, develop the potential of high-quality straw energy, and alleviate China’s energy shortage problem. This paper develops a measurement model using the ridge regression model with panel fixed effects, which overcomes the multi-collinearity problem among the various factors influencing the utilization of high-quality energy from straw. Panel data from 24 provinces and cities, from 2009 to 2017, are used. The results show that the improvements of the agricultural mechanization level, the rural infrastructure construction level, and the rural economic development level all promote the use of high-quality straw energy. Moreover, the level of rural economic development plays a mediating role in the agricultural mechanization level and the rural infrastructure construction level pertaining to straw-based high-quality energy. Policy implications can be easy to derive based on our findings, and these include strengthening governmental investment in agricultural machinery in rural areas, paying more attention to areas with backward rural energy infrastructure construction, ensuring the steady improvement of economic development in rural areas, providing the necessary economic foundation for agricultural supply, and promoting the use of high-quality energy from straw. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.
";"19961073 (ISSN)
";;;"Article
";"School of Economics and Management, Beijing University of Technology, Beijing, 100124, China
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125207660&doi=10.3390%2Fen15051724&partnerID=40&md5=8964197047e7c15f9b3d33d441fce6c3
";;;;;"10.3390/en15051724
"
516;;;;"Climate mitigation efficacy of anaerobic digestion in a decarbonising economy
";;"Export Date: 01 April 2026; Cited By: 31; Correspondence Address: D. Styles; Bernal Institute, School of Engineering, University of Limerick, Limerick, V94 T9PX, Ireland; email: David.Styles@ul.ie; CODEN: JCROE
";"Biogas; Circular economy; Climate stabilisation; Insect feed; Life cycle analysis; Net zero; Anaerobic digestion; Animals; Biogas; Carbon capture; Carbon dioxide; Economics; Electric power generation; Fertilizers; Fossil fuels; Greenhouse gases; Land use; Reforestation; Biowastes; Circular economy; Climate stabilization; Energy generations; Greenhouse gas mitigation; Insect feed; Life cycle analysis; Net zero; Prospectives; Waste prevention; Life cycle";"Styles, D.; Yesufu, J.; Bowman, M.; Prysor Williams, A.; Duffy, C.; Luyckx, K.";;2022;;;;;;;;"J. Clean. Prod.
";"Journal of Cleaner Production
";338;;;"Elsevier Ltd
";;;;"Anaerobic digestion (AD) is at the interface of biowaste management, energy generation, food production and land-based carbon dioxide removal. Strategic deployment of AD requires careful scoping of interactions with prospective alternative biowaste management, energy generation technologies and land uses to ensure effective delivery of climate neutrality and circularity. There remains a need to assess the greenhouse gas (GHG) mitigation efficacy of AD in the context of future alternative (counterfactual) processes associated with differential rates of decarbonisation across energy, waste management and land (including agriculture) sectors. To address this gap, prospective life cycle assessment (LCA) is applied to AD deployment scenarios across three decarbonisation contexts, using the UK as an example. Food waste prevention and diversion to animal feed always achieve more GHG mitigation than AD, even with sustainable intensification of food and feed production. Compared with maize- or grass-biomethane transport fuel, solar electricity generation can avoid 16 times more fossil energy and afforestation can mitigate six times more GHG per hectare of land occupied. Transport biomethane is currently the most effective biogas use for GHG mitigation, but large-scale combustion of biogas for electricity or industrial heat generation is the most effective long-term option as transport is electrified and bioenergy carbon capture & storage (BECCS) is deployed. Prioritising waste prevention and diversion to animal feed (including via insect meal) instead of maximising AD deployment could simultaneously: offset an additional 10–15% of national GHG emissions; meet an additional 2–4% of national energy demand; free enough arable land to provide 20–21% of national recommended protein and kcal intake. However, AD is likely to remain the best option to manage substantial volumes of residual food wastes and manures that will remain available even if ambitious projections on waste prevention and diet change are realised. © 2022
";"09596526 (ISSN)
";;;"Article
";"Ryan Institute, School of Natural Sciences, NUI Galway, H91 TK33, Ireland
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123722392&doi=10.1016%2Fj.jclepro.2022.130441&partnerID=40&md5=b4fde8fdbe4fed045f247555205a4644
";;;;;"10.1016/j.jclepro.2022.130441
"
517;;;;"Spatial service scope and simulation prediction of carbon neutralization in Qinling mountains
";;"Export Date: 01 April 2026; Cited By: 4; Correspondence Address: J. Li; School of Geography and Tourism, Shaanxi Normal University, Xi_an, 710126, China; email: lijing@snnu.edu.cn
";"carbon emissions; carbon neutralization; carbon sink; IUEMS model; China; Qinling Mountains; carbon emission; carbon sequestration; environmental economics; fuel consumption; eutralization; prediction; spatial distribution; trend analysis";"Ma, X.; Li, J.; Yu, Y.; Deng, C.";;2022;;9431;9441;;;;;"Shengtai Xuebao
";"Shengtai Xuebao
";42;23;;"Science Press
";;;;"Under the current background of carbon neutralization, the quantification of carbon neutralization in Qinling mountains and the calculation of its spatial service scope are of great significance for rational planning and rapid realization of carbon neutralization. Intelligent Urban Ecosystem Management System (IUEMS) was used to calculate the amount of carbon sequestration in the Qinling mountains. The spatial quantification of carbon emissions in the Qinling mountains was carried out by fitting the model with the data of night light and energy consumption of various cities. Based on carbon sequestration and carbon emissions, the spatial carbon neutralization of Qinling mountains was obtained. PLUS (The patch-generating Land Use Simulation Model) was used to simulate the spatial distribution of carbon sequestration in 2030 and 2050. Combined with the diffusion coefficients of common gases, the service scope of carbon neutralization for surrounding regions in Qinling mountains was obtained. The results showed that the carbon sequestration in the Qinling mountains showed an upward trend from 2000 to 2020, and the carbon sequestration rate in most regions showed a positive trend at different time scales. The carbon sequestration in the central and western regions of the Qinling mountains was larger in space. The topographic features that have great influence on the carbon sequestration in the Qinling mountains were slope, half sunny slope and half shady slope with an altitude of about 1200 m. In the study area, the overall spatial carbon emission was low, and the area with low carbon emission value accounted for 90% of the total area of the Qinling mountains. The area with large carbon emission was mainly located in the urban area of the northern slope of the Qinling mountains. In terms of time, the maximum carbon emission increased first and then decreased. From 2000 to 2050, the service range of carbon sink in Qinling mountains is 174—262.63 km, and the service range is gradually expanding in space, and the expansion degree will decrease slightly after 2030. © 2022 Science Press. All rights reserved.
";"10000933 (ISSN)
";;;"Article
";"College of Tourism, Henan Normal University, Xinxiang, 453000, China
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145193842&doi=10.5846%2Fstxb202112053440&partnerID=40&md5=93819a5eeddebd1e2cb173aedc92b12a
";;;;;"10.5846/stxb202112053440
"
518;;;;"Carbon Neutrality, Reduction and Offset-Aviation Solutions in the 21st Century
";;"Export Date: 01 April 2026; Cited By: 6; Correspondence Address: B. Nyamdorj; AVCON.WW Inc.; email: bolormaa.nyamdorj@avconwow.com; Conference name: SAE 2021 AeroTech Digital Summit, AEROTECH 2021; Conference date: 9 March 2021 through 11 March 2021; Conference code: 167686
";"carbon emissions; carbon offset; CORSIA; greenhouse gases; ICAO; reforestation; Accreditation; Airports; Civil aviation; Conservation; Cost reduction; Economics; Health risks; Reforestation; Sales; Conservation projects; Customer experience; Forest carbon credits; Innovative practices; International aviation; International Civil Aviation Organization; Operational efficiencies; Operations Modeling; Carbon";"Nyamdorj, B.; Anaka, W.; Stoica, A.; Sushant, S.; Ortega, J.; Helm, B.; Moreira, P.";;2021;;;;;;;;"SAE Techni. Paper.
";"SAE Technical Papers
";;2021;;"SAE International
";;;;"Begun in 2016, the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA) was developed and agreed by International Civil Aviation Organization (ICAO) 191 Member States, while the Airport Carbon Accreditation was developed by the Airports, Council International Europe as a carbon management system and certification. The aviation industry has its own offsetting scheme to measure aviation emissions and carbon offsetting and it has become the first industry sector which leads the world making commitments to reduce emissions. CORSIA and the Airport Carbon Accreditation are programs that impose carbon management obligations on the aviation industry. The training product to be presented, will clarify for the first time how to go beyond mere compliance and exceed the carbon reduction requirements of these instruments by achieving carbon neutrality in operations, to decrease costs, boost revenue, productivity and customer experience for airlines, airports and ground service providers. The methodology that will be explained for achieving carbon neutrality involves gains in operational efficiency and the use of sustainable aviation fuels (SAFs) to reduce carbon in operations, and investment in reforestation and conservation projects (forest carbon credits) to offset emissions. Innovative practices and benefits of communicating with customers and the public about carbon neutral goals, milestones and achievements will be shared and explained. This training will describe how carbon neutrality when done right decreases operational costs, reduces health and safety risks, lowers environmental risks, and generates new revenue and sales through brand trust, customer loyalty and revenue science. For the very first time, tools, technologies and solutions on how to transition to a low-cost, high-revenue producing carbon neutral operations model for airlines, airports and ground service providers will be presented. © 2021 SAE International. All rights reserved.
";"01487191 (ISSN)
";;;"Conference paper
";"Sustinere Global
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103209522&doi=10.4271%2F2021-01-0039&partnerID=40&md5=7539ac06ac7c03311e59e5f48dbc7ec6
";;;;;"10.4271/2021-01-0039
"
519;;;;"Primeval, natural and commercial forests in the context of biodiversity and climate protection: Part 2: The Narrative of the Climate Neutrality of Wood as a Resource
";;"Export Date: 01 April 2026; Cited By: 2
";"Germany; biodiversity; construction material; electricity generation; environmental policy; forest ecosystem; greenhouse gas; protected area";"Luick, R.; Hennenberg, K.; Leuschner, C.; Grossmann, M.; Jedicke, E.; Schoof, N.; Waldenspuhl, T.";;2022;;22;35;;;;;"Naturschutz Landsch.plan.
";"Naturschutz und Landschaftsplanung
";54;1;;"Verlag Eugen Ulmer
";;;;"In the debate on climate protection and the promotion of renewable energies, the increased material and thermal use of wood as a supposedly climate-neutral building material and energy source is often promoted as necessary and sensible. The adoption of this narrative is increasingly leading to more intensive use of forests, to a further increase in the global supply of raw wood with a concomitant reduction in wood reserves, and is also contributing to the disappearance of the last primeval forests in Europe. This second part of a literature-based review on primeval forests, natural forests and managed forests in the context of biodiversity and climate protection analyses the development of wood reserves and wood use in Germany and discusses the CO2 sink performance of wood in the prevailing usage pathways. This issue has important implications for biodiversity conservation. The climate relevance of wood as a substitute for other resources and the supposed CO2 neutrality of wood as an energy source are critically examined. The climate policy goals of the EU and Germany and their instrumental implementation overestimate the performance of forests as CO2 sinks and their potential supply of wood. This is especially true in light of the consequences of climate change. The demand this paper makes of policy-makers is to prohibit logging in primeval and natural forests and to introduce corresponding normative requirements and criteria to restrict the use of timber for energy purposes. This applies in particular to imports of pellets and wood chips for electricity generation in large power plants. Thermal use of wood and short-life wood products usually leads to little or no reduction in greenhouse gas emissions compared to the fossil fuel benchmark. Wood that cannot be further utilised for materials, along with residual or sawmill by-products, may be utilised thermally, but then as locally as possible and only in efficient facilities. Wood that remains in the forest in the form of living trees or deadwood can make at least as great and often even greater a contribution to climate protection than when it is used for energy and inefficient materials. The primary goal of forestry must not be maximum yield but forest preservation with stands that are as robust and resilient as possible and use of long-life wood products. © 2022, Verlag Eugen Ulmer. All rights reserved.
";"09406808 (ISSN)
";;;"Article
";"Head of the National Park Schwarzwald, Germany
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123265516&doi=10.1399%2FNuL.2022.01.02.e&partnerID=40&md5=d46bd6a2e063610e9271843ebf8893be
";;;;;"10.1399/NuL.2022.01.02.e
"
520;;;;"Multilateral closed-loop geothermal systems as a Zero- Emission load-following resource
";;"Export Date: 01 April 2026; Cited By: 8; Conference name: 2021 Geothermal Rising Conference: Using the Earth to Save the Earth, GRC 2021; Conference date: 3 October 2021 through 6 October 2021; Conference code: 174320; CODEN: TGRCD
";"Closed-loop; Eavor-Lite; Eavor-Loop; Geothermal; Green energy; Load-following; Modelling; Multilateral; Net-zero; Renewable; Thermodynamics; Zero-emission; Constrained optimization; Costs; Digital storage; Economics; Electric power generation; Electric power transmission networks; Expansion; Geothermal fields; Thermodynamics; Closed-loop; Eavor-lite; Eavor-loop; Geothermal; Green energy; Load following; Modeling; Multilaterals; Net-zero; Renewable; Zero emission; Land use";"Holmes, M.; Toews, M.; Jenkins, J.; Sepulveda, N.";;2021;;25;52;;;;;"Trans Geotherm Resour Counc
";"Transactions - Geothermal Resources Council
";45;;;"Geothermal Resources Council
";;;;"The Eavor-LoopTM, a multilateral closed-loop geothermal system (MCLGS), is introduced as a zero-emission load-following resource (ZELFR) that is globally scalable and can provide baseload or dispatchable electricity. For any electrical grid to reach net-zero, ZELFR or largescale energy storage is required to balance intermittent renewables like solar and wind and provide grid stability. Given the declining costs of intermittent renewables and their increased utilization in modern grids, the ability to load follow is both crucial and highly valued. The objectives of this paper are two-fold. First, we prove the technical feasibility of MCLGS to provide flexible power using first principles-based models. Second, we demonstrate the value enhancement of flexible operation with a case study of the United States Western Interconnection power transmission grid using an electricity resource capacity expansion model. A transient, fully coupled wellbore + thermal model was developed and validated using over a year of operating data from the Eavor-LiteTM facility, a full-scale Eavor-LoopTM demonstration project in Alberta, Canada. Recent modelling work, coupled with field trials, has proven the feasibility of Eavor-LoopTM to provide flexible energy for load-balancing or peak-matching with a minimal impact on lifetime energy extraction. Transient operation allows the system to recharge during low demand periods. To demonstrate the value of Eavor-LoopTM in a net-zero grid, an electricity resource capacity expansion model (GenX) was used. GenX is a constrained optimization model that determines the mix of electricity generation and storage required to meet electricity demand while minimizing system cost. Flexible Eavor-LoopTM operation provides stability for the grid, matching electricity generation with demand, and reduces annual total system cost by up to $20B (21%) in a base case and up to $403B (81%) in an extreme case. Inclusion of Eavor-LoopTM also reduces land use required by up to 49%, saving 25 acres in a base case and 48 acres in an extreme case for each megawatt of Eavor-LoopTM installed. Copyright © 2021 Geothermal Rising.
";"01935933 (ISSN); 0934412278 (ISBN)
";;;"Conference paper
";"DeSolve, LLC
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120065348&partnerID=40&md5=9df5c1da0f14941dfdd4726e441f392d
";;;;;
521;;;;"Evaluating decarbonization scenarios and energy management requirement for the residential sector in Japan through bottom-up simulations of energy end-use demand in 2050
";;"Export Date: 01 April 2026; Cited By: 80; Correspondence Address: Y. Shimoda; Division of Sustainable Energy and Environmental Engineering, Graduate School of Engineering, Osaka University, Yamadaoka, Suita, 2-1, 565-0871, Japan; email: shimoda@see.eng.osaka-u.ac.jp; CODEN: APEND
";"Bottom-up simulation; Building-integrated PV; Carbon neutral; Energy management; Residential sector; Zero emission; Japan; Decarbonization; Economics; Electric energy storage; Gas emissions; Greenhouse gases; Heating; Housing; Hydrogen storage; Land use; Bottom up; Bottom-up simulation; Building integrated photovoltaic; Carbon neutrals; Decarbonisation; Detached house; Energy; Photovoltaics; Residential sectors; Zero emission; carbon emission; demand analysis; electricity supply; energy management; greenhouse gas; installation; photovoltaic system; residential energy; scenario analysis; Energy management";"Shimoda, Y.; Sugiyama, M.; Nishimoto, R.; Momonoki, T.";;2021;;;;;;;;"Appl. Energy
";"Applied Energy
";303;;;"Elsevier Ltd
";;;;"Decarbonization scenarios for achieving net zero greenhouse gas emissions in the Japanese residential sector by 2050 were examined using a bottom-up simulation model of energy end-use demand. The examined scenarios involve the dissemination of currently available technology, including highly insulated houses, high-efficiency equipment, high-efficiency appliances, electrification, and building-integrated photovoltaics (PV) in detached houses. The results show that decarbonization can be mostly achieved by the studied scenarios, especially through the dissemination of highly insulated buildings and high-efficiency water heaters as well as the installation of PV for all detached houses. This scenario reduced the total primary energy demand by 61% in 2013. A land-use strategy for increased detached houses is preferable for increasing PV capacity. For the scenario that achieves net zero energy, the predicted heat load intensity and electricity consumption per capita are almost the same as those of the Low Energy Demand (LED) scenario. Increased dependence on PV will create an imbalance in the relationship between electricity supply and demand, and 26% of the residential energy demand would rely on non-battery energy storage, such as pumped hydropower and hydrogen, owing to the seasonal time gap between residual and deficit electricity. © 2021 The Authors
";"03062619 (ISSN)
";;;"Article
";"Division of Sustainable Energy and Environmental Engineering, Graduate School of Engineering, Osaka University, 2-1, Yamadaoka, Suita, 565-0871, Osaka, Japan
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113400960&doi=10.1016%2Fj.apenergy.2021.117510&partnerID=40&md5=a6c1b7680a0ece0e66a73404f8683724
";;;;;"10.1016/j.apenergy.2021.117510
"
522;;;;"Applying environmental models in the food business context
";;"Export Date: 01 April 2026; Cited By: 0
";"1.5 and 2° pathways; Best management practices; Climate change adaptation; Climate change mitigation; Downstream; Ecodesign; ESG; Fossil fuel; Ghg footprint; Global warming potential; Green marketing; Impact; KPI (key performance indicator); LCA; Metric; Natural and organic (n&o); Net zero; Outcome; Purpose-driven (company); Regenerative agriculture; Sustainability; Sustainability-conscious (consumer); Upstream";"Skonberg, C.; Thorbecke, M.";;2022;;307;327;;;;;"Food Systems Modelling: Tools for Assessing Sustainability in Food and Agriculture
";"Food Systems Modelling: Tools for Assessing Sustainability in Food and Agriculture
";;;;"Elsevier
";;;;"Food companies increasingly leverage models to track, communicate, and improve the environmental impacts associated with their value chains. Some companies use models to account for a triple bottom line business framework that tracks metrics across social, environmental, and financial parameters. Many communicate about environmental impact to appeal to sustainability-conscious consumers, investors, and other stakeholders. Most major food companies in North America now use models to estimate and publicly report on the greenhouse gas emissions caused by their business activities. Many companies are also pursuing modeling tools to substantiate what the Federal Trade Commission calls green marketing-communications that celebrate the environmental benefits of products. While the burgeoning use of models within the food industry signals a growing commitment to address the environmental impacts of food production, industry applications of these tools have their limits. In this chapter we discuss two key limitations that many food companies face when using life cycle assessment (LCA), the most widely used modeling tool to estimate environmental outcomes in agriculture: 1) LCA is limited in its ability to characterize geospatial factors and agricultural practices unique to specific supply chains; and 2) LCA databases are not designed to reliably track companies’ environmental impact progress over time. Without understanding these limitations, companies may struggle to identify some of the most significant opportunities to improve environmental performance in the food supply chain. To meaningfully address climate change and other pressing environmental challenges, companies must recognize modeling limitations while simultaneously taking urgent action to reduce greenhouse gas emissions and improve other environmental outcomes of their business activities. © 2022 Elsevier Inc. All rights reserved.
";"978-012822112-9 (ISBN)
";;;"Book chapter
";"Anthesis Group, Analytics, Boulder, CO, United States
";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128584101&doi=10.1016%2FB978-0-12-822112-9.00009-6&partnerID=40&md5=da70b9f8f4a6993628df93b0ef8a76a2
";;;;;"10.1016/B978-0-12-822112-9.00009-6
"
